Round,InstituteType,Category,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10063,13957
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2344,3785
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5585,7242
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3873,5535
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8840,10494
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bhubaneswar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4174,4607
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4945,10078
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11591,13695
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1195,2305
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Applied Geophysics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,4724,7722
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,370,957
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,601,2405
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,335,6647
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2666,4095
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1,66
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,1531,2312
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,106,418
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,470,830
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1810,2452
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,122,1483
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3143,4696
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,264,1133
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,490,1766
1,Indian Institute of Technology,Open,Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2584,4119
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6043,10083
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9202,12152
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3648,4022
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4593,5811
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10606,13111
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,13186,15605
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10191,12346
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2096,3087
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3122,3817
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4068,6474
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8536,9958
1,Indian Institute of Technology,Open,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7040,9194
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5200,5712
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1169,1346
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4277,4661
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3147,4830
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1904,2425
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,2581,3426
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,5733,7715
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3030,4228
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,24,125
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,134,186
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4206,8509
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,365,591
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,612,806
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1868,2622
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,858,1103
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1393,2358
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2499,3470
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,154,316
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,319,353
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1156,1862
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1988,3027
1,Indian Institute of Technology,Open,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4999,5608
1,Indian Institute of Technology,Open,Indian Institute  of Technology Indore,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5414,7508
1,Indian Institute of Technology,Open,Indian Institute  of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8139,9821
1,Indian Institute of Technology,Open,Indian Institute  of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,952,1628
1,Indian Institute of Technology,Open,Indian Institute  of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2390,3673
1,Indian Institute of Technology,Open,Indian Institute  of Technology Indore,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5236,6736
1,Indian Institute of Technology,Open,Indian Institute  of Technology Indore,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1678,2008
1,Indian Institute of Technology,Open,Indian Institute  of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4506,6741
1,Indian Institute of Technology,Open,Indian Institute  of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8439,10500
1,Indian Institute of Technology,Open,Indian Institute  of Technology Indore,"Space Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4860,6548
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3740,4487
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6545,10340
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,11734,12343
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,9970,17823
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,461,839
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6774,8021
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3742,4818
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,9953,11713
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5615,7079
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,238,450
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,3681,5782
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1441,1885
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,419,1426
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,10417,11850
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2873,4113
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Instrumentation Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2077,2561
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5124,6063
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,519,1320
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2483,3599
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5212,7031
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Mining Engineering  (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7342,9669
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7019,8727
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,5691,8625
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,690,823
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4950,7569
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5421,8299
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4432,5379
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5850,7945
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1368,1675
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,339,667
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,848,1781
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1644,1811
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3332,4294
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2225,3257
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7471,8491
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5789,7438
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,736,879
1,Indian Institute of Technology,Open,Indian Institute  of Technology Hyderabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2108,4218
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2957,3910
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Bio Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,12402,13596
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8543,10271
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,11980,15146
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7683,12239
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2035,2844
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5241,6166
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4150,5627
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10674,12277
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7058,8980
1,Indian Institute of Technology,Open,Indian Institute  of Technology Jodhpur,"Physics with Specialization (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,10693,13108
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1973,3550
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3559,6614
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2464,3942
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,7986,9662
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4280,5790
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,147,270
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,6841,9594
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,2625,3140
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,751,1112
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4862,5926
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,593,1023
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1589,2635
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,2506,5069
1,Indian Institute of Technology,Open,Indian Institute  of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,878,1121
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,662,2749
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,2304,2808
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,102,292
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2247,4645
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,3268,9555
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1922,3804
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4234,5629
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Computational Engineering and Mechanics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,597,1226
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,79,171
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,205,741
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,816,3076
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,872,1428
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1844,4103
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,762,2354
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3355,5029
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4908,6926
1,Indian Institute of Technology,Open,Indian Institute  of Technology Madras,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,1484,2556
1,Indian Institute of Technology,Open,Indian Institute  of Technology Gandhinagar,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1771,2159
1,Indian Institute of Technology,Open,Indian Institute  of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6377,7744
1,Indian Institute of Technology,Open,Indian Institute  of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8115,9864
1,Indian Institute of Technology,Open,Indian Institute  of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,905,1872
1,Indian Institute of Technology,Open,Indian Institute  of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2282,3826
1,Indian Institute of Technology,Open,Indian Institute  of Technology Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2295,4331
1,Indian Institute of Technology,Open,Indian Institute  of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7239,10372
1,Indian Institute of Technology,Open,Indian Institute  of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4409,6359
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3312,4038
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,14036,14424
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,11476,13394
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,3514,4049
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,5930,6221
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,7398,7590
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,4360,4560
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,7496,7854
1,Indian Institute of Technology,Open,Indian Institute  of Technology Patna,"B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,4406,4679
